policy,seed,shortfall_bps,completion_rate
clairvoyant,30149,79.4986,0.9883
twap,30150,141.3889,0.9997
lookahead,30150,122.7568,0.9999
two_step,30150,121.4574,0.9997
three_step,30150,129.8065,0.9994
clairvoyant,30150,115.0595,0.9955
twap,30151,125.6964,0.9997
lookahead,30151,126.0958,0.9998
two_step,30151,151.5686,0.9996
three_step,30151,122.7332,0.9996
clairvoyant,30151,123.3685,0.9939
twap,30152,87.1806,0.9997
lookahead,30152,47.6636,0.9998
two_step,30152,52.6870,0.9997
three_step,30152,53.3123,0.9992
clairvoyant,30152,14.5889,0.9959
twap,30153,106.5937,0.9997
lookahead,30153,124.3879,0.9999
two_step,30153,124.8512,0.9998
three_step,30153,132.9478,0.9995
clairvoyant,30153,74.9013,0.9885
twap,30154,107.7916,0.9997
lookahead,30154,102.8660,0.9999
two_step,30154,122.3695,0.9997
three_step,30154,107.2540,0.9994
clairvoyant,30154,77.4936,0.9960
twap,30155,112.4843,0.9997
lookahead,30155,102.1331,0.9998
two_step,30155,99.7923,0.9997
three_step,30155,96.3442,0.9991
clairvoyant,30155,98.8697,0.9959
twap,30156,116.9482,0.9997
lookahead,30156,130.5516,0.9998
two_step,30156,141.9842,0.9997
three_step,30156,135.8014,0.9994
clairvoyant,30156,116.0694,0.9926
twap,30157,122.4085,0.9997
lookahead,30157,112.1972,0.9998
two_step,30157,118.5829,0.9998
three_step,30157,117.2553,0.9992
clairvoyant,30157,93.6176,0.9966
twap,30158,115.4215,0.9997
lookahead,30158,91.3548,0.9999
two_step,30158,100.8682,0.9996
three_step,30158,97.1065,0.9991
clairvoyant,30158,64.5269,0.9949
twap,30159,105.7851,0.9997
lookahead,30159,75.2200,0.9998
two_step,30159,89.0030,0.9995
three_step,30159,92.3136,0.9995
clairvoyant,30159,50.1659,0.9923
twap,30160,123.7323,0.9997
lookahead,30160,127.5394,0.9998
two_step,30160,143.1527,0.9998
three_step,30160,130.4558,0.9996
clairvoyant,30160,109.0319,0.9966
twap,30161,102.8060,0.9997
lookahead,30161,71.5127,0.9998
two_step,30161,99.7800,0.9998
three_step,30161,79.2592,0.9991
clairvoyant,30161,64.1928,0.9975
twap,30162,106.2342,0.9997
lookahead,30162,119.3993,0.9998
two_step,30162,122.7180,0.9999
three_step,30162,124.4645,0.9996
clairvoyant,30162,75.5223,0.9970
twap,30163,106.5922,0.9997
lookahead,30163,104.0464,0.9998
two_step,30163,119.2916,0.9999
three_step,30163,93.4183,0.9993
clairvoyant,30163,100.3807,0.9955
twap,30164,85.6737,0.9997
lookahead,30164,66.9169,0.9998
two_step,30164,74.9748,0.9996
three_step,30164,69.4454,0.9993
clairvoyant,30164,57.2597,0.9962
twap,30165,109.3538,0.9997
lookahead,30165,76.1077,0.9998
two_step,30165,89.7508,0.9998
three_step,30165,77.6774,0.9998
clairvoyant,30165,67.0026,0.9977
twap,30166,121.3178,0.9997
lookahead,30166,141.3612,0.9998
two_step,30166,150.1222,0.9996
three_step,30166,144.1101,0.9998
clairvoyant,30166,97.3642,0.9966
twap,30167,111.2878,0.9997
lookahead,30167,102.5970,0.9999
two_step,30167,131.8681,0.9997
three_step,30167,105.0845,0.9992
clairvoyant,30167,96.9818,0.9958
twap,30168,107.7608,0.9997
lookahead,30168,97.0147,0.9998
two_step,30168,109.6340,0.9996
three_step,30168,104.9163,0.9995
clairvoyant,30168,91.2926,0.9966
twap,30169,96.7679,0.9997
lookahead,30169,51.1592,0.9999
two_step,30169,62.5353,0.9995
three_step,30169,60.3938,0.9995
clairvoyant,30169,36.2212,0.9947
twap,30170,118.8369,0.9997
lookahead,30170,111.5172,0.9998
two_step,30170,116.7195,0.9999
three_step,30170,119.1404,0.9997
clairvoyant,30170,96.4477,0.9939
twap,30171,127.1417,0.9997
lookahead,30171,134.0773,0.9998
two_step,30171,169.8933,0.9996
three_step,30171,121.5306,0.9993
clairvoyant,30171,113.5034,0.9877
twap,30172,117.9024,0.9997
lookahead,30172,136.0579,0.9998
two_step,30172,145.9845,0.9997
three_step,30172,127.9562,0.9991
clairvoyant,30172,99.2029,0.9956
twap,30173,92.6291,0.9997
lookahead,30173,39.6123,0.9998
two_step,30173,71.0195,0.9996
three_step,30173,46.4167,0.9991
clairvoyant,30173,28.6798,0.9977
twap,30174,131.0929,0.9997
lookahead,30174,124.6843,0.9998
two_step,30174,140.4313,0.9997
three_step,30174,132.1939,0.9996
clairvoyant,30174,101.1489,0.9949
twap,30175,92.1548,0.9997
lookahead,30175,49.4726,0.9998
two_step,30175,62.0826,0.9997
three_step,30175,37.9389,0.9993
clairvoyant,30175,26.9629,0.9973
twap,30176,113.5095,0.9997
lookahead,30176,99.8341,0.9999
two_step,30176,129.2527,0.9997
three_step,30176,106.5464,0.9993
clairvoyant,30176,84.0212,0.9950
twap,30177,132.3456,0.9997
lookahead,30177,109.8531,0.9998
two_step,30177,112.6677,0.9998
three_step,30177,112.6977,0.9992
clairvoyant,30177,102.7879,0.9951
twap,30178,137.1666,0.9997
lookahead,30178,164.0552,0.9998
two_step,30178,162.1502,0.9997
three_step,30178,161.9603,0.9994
clairvoyant,30178,124.6198,0.9924
twap,30179,104.8059,0.9997
lookahead,30179,82.9828,0.9998
two_step,30179,85.4887,0.9997
three_step,30179,89.4912,0.9996
clairvoyant,30179,72.4239,0.9933
twap,30180,113.4702,0.9997
lookahead,30180,115.4022,0.9998
two_step,30180,134.2819,0.9996
three_step,30180,127.1020,0.9993
clairvoyant,30180,88.3447,0.9943
twap,30181,93.6501,0.9997
lookahead,30181,87.9465,0.9998
two_step,30181,99.1397,0.9996
three_step,30181,85.1013,0.9993
clairvoyant,30181,52.2791,0.9901
twap,30182,101.3638,0.9997
lookahead,30182,79.5506,0.9998
two_step,30182,78.8981,0.9996
three_step,30182,77.6080,0.9995
clairvoyant,30182,59.8256,0.9978
twap,30183,107.2030,0.9997
lookahead,30183,101.4052,0.9998
two_step,30183,110.8591,0.9997
three_step,30183,110.2666,0.9991
clairvoyant,30183,82.6803,0.9908
twap,30184,113.8442,0.9997
lookahead,30184,104.6604,0.9998
two_step,30184,103.2789,0.9996
three_step,30184,103.4506,0.9990
clairvoyant,30184,81.7198,0.9950
twap,30185,125.8816,0.9997
lookahead,30185,148.4177,0.9998
two_step,30185,149.7744,0.9996
three_step,30185,133.2795,0.9994
clairvoyant,30185,101.1973,0.9950
twap,30186,118.0756,0.9997
lookahead,30186,106.5191,0.9998
two_step,30186,102.3703,0.9996
three_step,30186,100.9067,0.9994
clairvoyant,30186,101.8032,0.9966
twap,30187,108.0878,0.9997
lookahead,30187,106.6716,0.9998
two_step,30187,99.8724,0.9996
three_step,30187,102.2533,0.9993
clairvoyant,30187,85.4128,0.9888
twap,30188,94.7174,0.9997
lookahead,30188,71.6551,0.9998
two_step,30188,88.9588,0.9996
three_step,30188,74.5662,0.9993
clairvoyant,30188,61.6769,0.9950
twap,30189,143.6665,0.9997
lookahead,30189,142.9793,0.9998
two_step,30189,158.7798,0.9998
three_step,30189,134.0070,0.9998
clairvoyant,30189,105.5660,0.9673
twap,30190,102.0228,0.9997
lookahead,30190,98.6031,0.9998
two_step,30190,108.4668,0.9996
three_step,30190,103.6537,0.9996
clairvoyant,30190,78.9676,0.9909
twap,30191,103.9861,0.9997
lookahead,30191,83.7981,0.9998
two_step,30191,93.0228,0.9996
three_step,30191,95.7245,0.9999
clairvoyant,30191,66.0598,0.9966
twap,30192,116.6616,0.9997
lookahead,30192,98.1832,0.9998
two_step,30192,121.2263,0.9996
three_step,30192,118.2706,0.9992
clairvoyant,30192,86.5163,0.9950
twap,30193,101.9278,0.9997
lookahead,30193,124.1296,0.9998
two_step,30193,119.0160,0.9997
three_step,30193,118.0465,0.9994
clairvoyant,30193,90.8681,0.9922
twap,30194,106.8684,0.9997
lookahead,30194,75.5746,0.9997
two_step,30194,83.9430,0.9996
three_step,30194,72.1299,0.9994
clairvoyant,30194,63.8960,0.9966
twap,30195,116.0633,0.9997
lookahead,30195,117.3541,0.9998
two_step,30195,138.0517,0.9995
three_step,30195,117.8543,0.9992
clairvoyant,30195,107.0385,0.9832
twap,30196,114.0475,0.9997
lookahead,30196,97.2492,0.9998
two_step,30196,88.0025,0.9996
three_step,30196,92.5580,0.9992
clairvoyant,30196,92.0210,0.9969
twap,30197,117.7918,0.9997
lookahead,30197,111.6033,0.9999
two_step,30197,123.7370,0.9997
three_step,30197,122.9001,0.9994
clairvoyant,30197,109.3822,0.9954
twap,30198,120.2128,0.9997
lookahead,30198,145.1627,0.9998
two_step,30198,141.8717,0.9997
three_step,30198,144.3528,0.9992
clairvoyant,30198,96.1489,0.9953
twap,30199,100.7896,0.9997
lookahead,30199,100.7408,0.9998
two_step,30199,122.3831,0.9996
three_step,30199,106.9543,0.9990
clairvoyant,30199,82.7876,0.9946
twap,30200,123.0305,0.9997
lookahead,30200,117.4443,0.9998
two_step,30200,121.3031,0.9996
three_step,30200,119.4074,0.9991
clairvoyant,30200,103.3020,0.9969
twap,30201,111.9280,0.9997
lookahead,30201,94.3091,0.9999
two_step,30201,105.1172,0.9997
three_step,30201,87.8451,0.9992
clairvoyant,30201,73.0547,0.9907
twap,30202,118.9593,0.9997
lookahead,30202,107.6481,0.9998
two_step,30202,112.1272,0.9998
three_step,30202,106.0308,0.9997
clairvoyant,30202,98.8317,0.9958
twap,30203,107.7364,0.9997
lookahead,30203,102.3380,0.9998
two_step,30203,99.5554,0.9996
three_step,30203,87.3147,0.9996
clairvoyant,30203,64.9430,0.9821
twap,30204,110.2070,0.9997
lookahead,30204,92.2868,0.9998
two_step,30204,90.1894,0.9997
three_step,30204,91.2675,0.9993
clairvoyant,30204,60.1347,0.9977
twap,30205,119.3436,0.9997
lookahead,30205,83.6026,0.9999
two_step,30205,90.2949,0.9997
three_step,30205,93.5928,0.9998
clairvoyant,30205,57.1541,0.9974
twap,30206,113.6044,0.9997
lookahead,30206,101.1511,0.9998
two_step,30206,95.6519,0.9996
three_step,30206,96.1760,0.9993
clairvoyant,30206,74.5269,0.9914
twap,30207,123.6657,0.9997
lookahead,30207,103.5413,0.9998
two_step,30207,101.5267,0.9996
three_step,30207,90.4512,0.9997
clairvoyant,30207,87.3507,0.9963
twap,30208,93.2484,0.9997
lookahead,30208,73.8244,0.9998
two_step,30208,91.9999,0.9998
three_step,30208,75.1326,0.9995
clairvoyant,30208,56.4256,0.9959
twap,30209,120.8469,0.9997
lookahead,30209,111.5795,0.9998
two_step,30209,115.2989,0.9995
three_step,30209,114.5061,0.9996
clairvoyant,30209,103.5795,0.9950
twap,30210,120.1303,0.9997
lookahead,30210,105.8176,0.9998
two_step,30210,114.9787,0.9997
three_step,30210,103.1439,0.9997
clairvoyant,30210,88.8389,0.9950
twap,30211,132.3446,0.9997
lookahead,30211,133.5843,0.9998
two_step,30211,155.1232,0.9996
three_step,30211,147.9381,0.9994
clairvoyant,30211,122.3220,0.9939
twap,30212,116.8344,0.9997
lookahead,30212,123.8835,0.9998
two_step,30212,121.4792,0.9998
three_step,30212,108.0317,0.9995
clairvoyant,30212,121.1907,0.9965
twap,30213,101.2512,0.9997
lookahead,30213,58.1430,0.9998
two_step,30213,65.7465,0.9997
three_step,30213,72.7855,0.9994
clairvoyant,30213,14.4412,0.9959
twap,30214,99.6750,0.9997
lookahead,30214,114.7936,0.9999
two_step,30214,128.1212,0.9997
three_step,30214,98.6334,0.9994
clairvoyant,30214,72.7249,0.9898
twap,30215,105.0270,0.9997
lookahead,30215,75.1430,0.9998
two_step,30215,81.5134,0.9998
three_step,30215,85.7521,0.9998
clairvoyant,30215,62.3609,0.9948
twap,30216,119.0473,0.9997
lookahead,30216,121.7837,0.9998
two_step,30216,129.9013,0.9996
three_step,30216,118.4020,0.9994
clairvoyant,30216,90.5080,0.9779
twap,30217,101.6522,0.9997
lookahead,30217,110.9654,0.9999
two_step,30217,110.7248,0.9997
three_step,30217,101.8026,0.9992
clairvoyant,30217,74.5381,0.9959
twap,30218,114.6850,0.9997
lookahead,30218,98.6148,0.9999
two_step,30218,132.0429,0.9998
three_step,30218,101.5423,0.9993
clairvoyant,30218,94.8510,0.9962
twap,30219,111.6682,0.9997
lookahead,30219,114.5932,0.9998
two_step,30219,136.8916,0.9997
three_step,30219,141.1201,0.9993
clairvoyant,30219,106.8598,0.9955
twap,30220,82.9269,0.9997
lookahead,30220,90.6747,0.9997
two_step,30220,109.4561,0.9997
three_step,30220,74.2699,0.9992
clairvoyant,30220,67.4710,0.9949
twap,30221,102.0091,0.9997
lookahead,30221,97.5983,0.9999
two_step,30221,104.2271,0.9996
three_step,30221,93.8835,0.9996
clairvoyant,30221,85.1941,0.9968
twap,30222,112.0965,0.9997
lookahead,30222,111.0183,0.9998
two_step,30222,119.3670,0.9996
three_step,30222,115.7128,0.9995
clairvoyant,30222,85.9349,0.9961
twap,30223,112.2756,0.9997
lookahead,30223,80.5144,0.9999
two_step,30223,88.5066,0.9995
three_step,30223,81.3239,0.9992
clairvoyant,30223,66.7252,0.9956
twap,30224,111.0004,0.9997
lookahead,30224,94.4542,0.9998
two_step,30224,120.9640,0.9996
three_step,30224,90.4989,0.9994
clairvoyant,30224,83.1035,0.9955
twap,30225,124.1839,0.9997
lookahead,30225,136.0920,0.9999
two_step,30225,133.9463,0.9996
three_step,30225,129.2384,0.9993
clairvoyant,30225,116.4260,0.9955
twap,30226,116.0444,0.9997
lookahead,30226,124.4569,0.9998
two_step,30226,144.0259,0.9996
three_step,30226,125.5490,0.9995
clairvoyant,30226,113.9413,0.9862
twap,30227,110.0287,0.9997
lookahead,30227,112.7567,0.9998
two_step,30227,117.9731,0.9997
three_step,30227,121.4898,0.9992
clairvoyant,30227,92.0600,0.9963
twap,30228,114.9028,0.9997
lookahead,30228,97.4305,0.9998
two_step,30228,101.5358,0.9995
three_step,30228,98.0619,0.9996
clairvoyant,30228,69.8260,0.9946
twap,30229,89.4831,0.9997
lookahead,30229,67.2040,0.9998
two_step,30229,84.3378,0.9996
three_step,30229,77.2551,0.9992
clairvoyant,30229,59.5758,0.9924
twap,30230,107.3324,0.9997
lookahead,30230,82.5328,0.9998
two_step,30230,88.1678,0.9998
three_step,30230,81.3648,0.9993
clairvoyant,30230,61.2661,0.9969
twap,30231,117.1146,0.9997
lookahead,30231,78.0282,0.9998
two_step,30231,97.1667,0.9996
three_step,30231,75.5596,0.9998
clairvoyant,30231,60.4680,0.9959
twap,30232,122.8009,0.9997
lookahead,30232,127.0019,0.9998
two_step,30232,134.7871,0.9995
three_step,30232,125.4082,0.9996
clairvoyant,30232,110.1892,0.9911
twap,30233,102.2999,0.9997
lookahead,30233,97.6058,0.9998
two_step,30233,86.4129,0.9996
three_step,30233,87.7359,0.9996
clairvoyant,30233,73.0433,0.9965
twap,30234,139.9362,0.9997
lookahead,30234,135.4320,0.9998
two_step,30234,151.1180,0.9996
three_step,30234,151.5984,0.9991
clairvoyant,30234,128.5307,0.9940
twap,30235,128.7683,0.9997
lookahead,30235,122.8828,0.9998
two_step,30235,131.8873,0.9998
three_step,30235,126.3729,0.9998
clairvoyant,30235,120.5055,0.9943
twap,30236,105.2577,0.9997
lookahead,30236,102.7831,0.9998
two_step,30236,113.8004,0.9997
three_step,30236,108.9950,0.9993
clairvoyant,30236,99.2560,0.9972
twap,30237,80.8498,0.9997
lookahead,30237,30.8781,0.9999
two_step,30237,49.6872,0.9997
three_step,30237,38.6384,0.9994
clairvoyant,30237,5.3975,0.9957
twap,30238,115.7234,0.9997
lookahead,30238,151.1662,0.9999
two_step,30238,165.4806,0.9997
three_step,30238,157.9059,0.9995
clairvoyant,30238,100.4079,0.9886
twap,30239,101.0162,0.9997
lookahead,30239,83.7530,0.9998
two_step,30239,85.6674,0.9997
three_step,30239,86.4238,0.9990
clairvoyant,30239,72.4402,0.9966
twap,30240,100.1013,0.9997
lookahead,30240,106.2767,0.9998
two_step,30240,103.3101,0.9997
three_step,30240,95.6336,0.9992
clairvoyant,30240,78.6993,0.9937
twap,30241,97.7420,0.9997
lookahead,30241,90.9841,0.9998
two_step,30241,109.0748,0.9997
three_step,30241,83.9480,0.9993
clairvoyant,30241,75.4896,0.9962
twap,30242,111.5164,0.9997
lookahead,30242,104.0689,0.9998
two_step,30242,114.2336,0.9995
three_step,30242,102.7510,0.9996
clairvoyant,30242,86.1769,0.9963
twap,30243,119.2323,0.9997
lookahead,30243,109.4435,0.9998
two_step,30243,114.8859,0.9997
three_step,30243,111.3485,0.9991
clairvoyant,30243,100.5524,0.9933
twap,30244,115.9514,0.9997
lookahead,30244,90.0225,0.9998
two_step,30244,91.5539,0.9995
three_step,30244,93.5933,0.9996
clairvoyant,30244,58.6251,0.9933
twap,30245,133.9997,0.9997
lookahead,30245,143.4670,0.9998
two_step,30245,141.4495,0.9995
three_step,30245,138.3031,0.9993
clairvoyant,30245,127.2985,0.9931
twap,30246,79.5464,0.9997
lookahead,30246,37.9018,0.9998
two_step,30246,64.3703,0.9996
three_step,30246,38.7487,0.9994
clairvoyant,30246,27.1525,0.9966
twap,30247,129.2117,0.9997
lookahead,30247,136.7101,0.9998
two_step,30247,130.6310,0.9996
three_step,30247,130.8239,0.9996
clairvoyant,30247,129.4830,0.9921
twap,30248,102.8199,0.9997
lookahead,30248,70.3273,0.9997
two_step,30248,87.1990,0.9997
three_step,30248,81.0702,0.9997
clairvoyant,30248,60.2234,0.9963
twap,30249,109.7238,0.9997
lookahead,30249,84.1135,0.9999
two_step,30249,97.0772,0.9997
three_step,30249,97.1714,0.9993
clairvoyant,30249,75.4775,0.9945
twap,30250,126.0922,0.9997
lookahead,30250,132.8415,0.9998
two_step,30250,160.8218,0.9995
three_step,30250,148.8183,0.9994
clairvoyant,30250,104.8066,0.9902
twap,30251,114.1884,0.9997
lookahead,30251,74.8975,0.9998
two_step,30251,83.7757,0.9996
three_step,30251,87.5259,0.9997
clairvoyant,30251,62.1472,0.9921
twap,30252,93.1677,0.9997
lookahead,30252,61.9788,0.9998
two_step,30252,74.4910,0.9998
three_step,30252,58.9990,0.9996
clairvoyant,30252,19.0536,0.9950
twap,30253,127.0125,0.9997
lookahead,30253,143.5466,0.9998
two_step,30253,130.5008,0.9995
three_step,30253,118.2519,0.9991
clairvoyant,30253,112.0926,0.9899
twap,30254,124.7058,0.9997
lookahead,30254,100.4774,0.9998
two_step,30254,99.9623,0.9997
three_step,30254,99.3078,0.9991
clairvoyant,30254,87.4761,0.9954
twap,30255,100.1802,0.9997
lookahead,30255,105.5182,0.9999
two_step,30255,110.9481,0.9997
three_step,30255,109.8133,0.9991
clairvoyant,30255,84.7346,0.9970
twap,30256,110.4378,0.9997
lookahead,30256,116.6099,0.9998
two_step,30256,133.6226,0.9997
three_step,30256,121.3145,0.9994
clairvoyant,30256,101.1470,0.9949
twap,30257,105.0317,0.9997
lookahead,30257,73.9509,0.9999
two_step,30257,94.4431,0.9996
three_step,30257,84.0178,0.9996
clairvoyant,30257,66.7773,0.9939
twap,30258,93.1617,0.9997
lookahead,30258,80.7376,0.9999
two_step,30258,83.9094,0.9996
three_step,30258,59.4352,0.9995
clairvoyant,30258,58.6312,0.9966
twap,30259,117.9333,0.9997
lookahead,30259,125.0398,0.9998
two_step,30259,143.8357,0.9996
three_step,30259,118.4376,0.9996
clairvoyant,30259,91.5528,0.9939
twap,30260,138.4060,0.9997
lookahead,30260,131.4384,0.9998
two_step,30260,125.2437,0.9996
three_step,30260,128.3095,0.9991
clairvoyant,30260,119.6311,0.9957
twap,30261,108.9880,0.9997
lookahead,30261,90.8879,0.9998
two_step,30261,95.1921,0.9996
three_step,30261,96.2551,0.9995
clairvoyant,30261,82.0921,0.9974
twap,30262,122.9792,0.9997
lookahead,30262,120.8212,0.9999
two_step,30262,162.8319,0.9998
three_step,30262,135.6023,0.9996
clairvoyant,30262,114.3662,0.9918
twap,30263,113.3815,0.9997
lookahead,30263,97.6149,0.9998
two_step,30263,97.6697,0.9996
three_step,30263,99.1070,0.9993
clairvoyant,30263,87.2301,0.9959
twap,30264,110.7824,0.9997
lookahead,30264,86.0685,0.9998
two_step,30264,92.0230,0.9996
three_step,30264,97.8830,0.9997
clairvoyant,30264,69.8400,0.9954
twap,30265,104.2023,0.9997
lookahead,30265,84.0793,0.9998
two_step,30265,106.4288,0.9998
three_step,30265,106.3768,0.9993
clairvoyant,30265,64.3208,0.9923
twap,30266,108.9595,0.9997
lookahead,30266,78.0828,0.9998
two_step,30266,99.0299,0.9996
three_step,30266,80.1225,0.9994
clairvoyant,30266,61.1817,0.9968
twap,30267,102.8196,0.9997
lookahead,30267,67.7764,0.9998
two_step,30267,61.6989,0.9998
three_step,30267,65.2068,0.9992
clairvoyant,30267,48.2633,0.9917
twap,30268,112.1374,0.9997
lookahead,30268,91.3204,0.9998
two_step,30268,114.7960,0.9998
three_step,30268,118.2942,0.9996
clairvoyant,30268,78.2936,0.9970
twap,30269,115.9448,0.9997
lookahead,30269,94.4114,0.9998
two_step,30269,99.4597,0.9997
three_step,30269,101.6278,0.9990
clairvoyant,30269,64.5662,0.9943
twap,30270,114.5306,0.9997
lookahead,30270,91.2150,0.9998
two_step,30270,93.1431,0.9996
three_step,30270,92.3744,0.9996
clairvoyant,30270,82.1023,0.9954
twap,30271,110.9244,0.9997
lookahead,30271,100.5839,0.9998
two_step,30271,126.8720,0.9996
three_step,30271,105.6269,0.9993
clairvoyant,30271,88.4556,0.9977
twap,30272,125.5990,0.9997
lookahead,30272,123.4269,0.9998
two_step,30272,108.5452,0.9996
three_step,30272,113.6227,0.9996
clairvoyant,30272,115.0870,0.9950
twap,30273,85.0928,0.9997
lookahead,30273,47.4049,0.9999
two_step,30273,59.9529,0.9996
three_step,30273,51.0514,0.9992
clairvoyant,30273,39.4907,0.9943
twap,30274,118.9510,0.9997
lookahead,30274,147.3019,0.9998
two_step,30274,142.2775,0.9996
three_step,30274,121.8408,0.9998
clairvoyant,30274,105.8298,0.9949
twap,30275,113.5124,0.9997
lookahead,30275,85.3684,0.9998
two_step,30275,81.8494,0.9996
three_step,30275,80.4869,0.9995
clairvoyant,30275,81.8028,0.9966
twap,30276,118.7353,0.9997
lookahead,30276,120.8122,0.9998
two_step,30276,114.6960,0.9996
three_step,30276,109.1470,0.9994
clairvoyant,30276,79.2373,0.9972
twap,30277,92.3778,0.9997
lookahead,30277,77.4931,0.9998
two_step,30277,92.4790,0.9997
three_step,30277,86.6552,0.9995
clairvoyant,30277,49.7898,0.9908
twap,30278,108.8204,0.9997
lookahead,30278,126.5383,0.9998
two_step,30278,123.1207,0.9996
three_step,30278,124.7973,0.9991
clairvoyant,30278,98.9951,0.9966
twap,30279,108.8125,0.9997
lookahead,30279,104.7237,0.9998
two_step,30279,108.8602,0.9997
three_step,30279,106.3740,0.9995
clairvoyant,30279,88.4184,0.9962
twap,30280,103.8390,0.9997
lookahead,30280,127.4625,0.9998
two_step,30280,128.7731,0.9997
three_step,30280,108.6925,0.9994
clairvoyant,30280,74.5165,0.9944
twap,30281,103.1447,0.9997
lookahead,30281,72.4698,0.9999
two_step,30281,74.2494,0.9997
three_step,30281,69.1765,0.9994
clairvoyant,30281,55.1744,0.9936
twap,30282,90.8127,0.9997
lookahead,30282,40.8685,0.9998
two_step,30282,62.4631,0.9997
three_step,30282,47.8761,0.9990
clairvoyant,30282,30.5437,0.9959
twap,30283,123.9527,0.9997
lookahead,30283,106.7388,0.9998
two_step,30283,121.9629,0.9997
three_step,30283,107.4788,0.9996
clairvoyant,30283,81.0473,0.9975
twap,30284,95.8872,0.9997
lookahead,30284,74.2281,0.9999
two_step,30284,116.7066,0.9995
three_step,30284,86.3996,0.9996
clairvoyant,30284,62.6469,0.9972
twap,30285,112.3328,0.9997
lookahead,30285,91.7138,0.9999
two_step,30285,112.2196,0.9997
three_step,30285,97.1867,0.9995
clairvoyant,30285,78.4464,0.9972
twap,30286,100.8893,0.9997
lookahead,30286,93.1669,0.9999
two_step,30286,100.4675,0.9996
three_step,30286,91.2227,0.9996
clairvoyant,30286,66.2176,0.9909
twap,30287,115.9277,0.9997
lookahead,30287,81.5633,0.9999
two_step,30287,98.1739,0.9997
three_step,30287,81.9409,0.9994
clairvoyant,30287,64.0473,0.9926
twap,30288,136.3122,0.9997
lookahead,30288,143.3372,0.9998
two_step,30288,142.0213,0.9997
three_step,30288,136.3413,0.9992
clairvoyant,30288,123.3989,0.9944
twap,30289,111.7953,0.9997
lookahead,30289,93.0688,0.9998
two_step,30289,110.0552,0.9997
three_step,30289,97.9472,0.9992
clairvoyant,30289,79.0689,0.9955
twap,30290,109.7881,0.9997
lookahead,30290,74.1067,0.9998
two_step,30290,69.6592,0.9996
three_step,30290,67.3918,0.9994
clairvoyant,30290,48.4429,0.9888
twap,30291,124.1536,0.9997
lookahead,30291,118.5686,0.9999
two_step,30291,136.6873,0.9995
three_step,30291,113.8387,0.9993
clairvoyant,30291,106.2782,0.9933
twap,30292,109.8350,0.9997
lookahead,30292,98.6227,0.9999
two_step,30292,129.4599,0.9998
three_step,30292,103.9397,0.9991
clairvoyant,30292,67.8379,0.9934
twap,30293,102.7824,0.9997
lookahead,30293,84.4437,0.9998
two_step,30293,96.0324,0.9999
three_step,30293,87.5447,0.9997
clairvoyant,30293,62.2727,0.9946
twap,30294,96.1846,0.9997
lookahead,30294,65.7055,0.9998
two_step,30294,70.9207,0.9997
three_step,30294,64.1551,0.9996
clairvoyant,30294,56.1389,0.9959
twap,30295,127.0067,0.9997
lookahead,30295,134.4763,0.9998
two_step,30295,124.5449,0.9998
three_step,30295,122.9397,0.9994
clairvoyant,30295,124.9703,0.9926
twap,30296,130.2209,0.9997
lookahead,30296,140.8960,0.9998
two_step,30296,135.7469,0.9996
three_step,30296,130.5801,0.9997
clairvoyant,30296,108.5550,0.9924
twap,30297,112.9377,0.9997
lookahead,30297,98.9804,0.9998
two_step,30297,111.4424,0.9997
three_step,30297,100.6444,0.9994
clairvoyant,30297,69.6281,0.9853
twap,30298,109.1175,0.9997
lookahead,30298,119.1080,0.9998
two_step,30298,126.4557,0.9998
three_step,30298,105.5206,0.9994
clairvoyant,30298,68.4533,0.9811
twap,30299,112.2009,0.9997
lookahead,30299,97.2696,0.9998
two_step,30299,101.6174,0.9997
three_step,30299,87.8018,0.9993
clairvoyant,30299,76.6839,0.9938
